30000000000,10,"Device Trace:/NodeList/10/DeviceList/0/Mac/MacTx",1
30000088028,11,"Device Trace:/NodeList/11/DeviceList/0/Mac/MacRx",1
30000088028,11,"Device Trace:/NodeList/11/DeviceList/0/Mac/MacTx",1
30000088143,6,"Device Trace:/NodeList/6/DeviceList/0/Mac/MacRx",1
30000088143,6,"Device Trace:/NodeList/6/DeviceList/0/Mac/MacTx",1
30000088187,14,"Device Trace:/NodeList/14/DeviceList/0/Mac/MacRx",1
30000088187,14,"Device Trace:/NodeList/14/DeviceList/0/Mac/MacTx",1
30000088198,15,"Device Trace:/NodeList/15/DeviceList/0/Mac/MacRx",1
30000088198,15,"Device Trace:/NodeList/15/DeviceList/0/Mac/MacTx",1
30000088209,1,"Device Trace:/NodeList/1/DeviceList/0/Mac/MacRx",1
30000088209,1,"Device Trace:/NodeList/1/DeviceList/0/Mac/MacTx",1
30000088224,7,"Device Trace:/NodeList/7/DeviceList/0/Mac/MacRx",1
30000088224,7,"Device Trace:/NodeList/7/DeviceList/0/Mac/MacTx",1
30000088315,2,"Device Trace:/NodeList/2/DeviceList/0/Mac/MacRx",1
30000088315,2,"Device Trace:/NodeList/2/DeviceList/0/Mac/MacTx",1
30000088391,18,"Device Trace:/NodeList/18/DeviceList/0/Mac/MacRx",1
30000088391,18,"Device Trace:/NodeList/18/DeviceList/0/Mac/MacTx",1
30000088391,19,"Device Trace:/NodeList/19/DeviceList/0/Mac/MacRx",1
30000088391,19,"Device Trace:/NodeList/19/DeviceList/0/Mac/MacTx",1
30000088397,4,"Device Trace:/NodeList/4/DeviceList/0/Mac/MacRx",1
30000088397,4,"Device Trace:/NodeList/4/DeviceList/0/Mac/MacTx",1
30000088445,5,"Device Trace:/NodeList/5/DeviceList/0/Mac/MacRx",1
30000088445,5,"Device Trace:/NodeList/5/DeviceList/0/Mac/MacTx",1
30000088452,3,"Device Trace:/NodeList/3/DeviceList/0/Mac/MacRx",1
30000088452,3,"Device Trace:/NodeList/3/DeviceList/0/Mac/MacTx",1
30000088566,8,"Device Trace:/NodeList/8/DeviceList/0/Mac/MacRx",1
30000088566,8,"Device Trace:/NodeList/8/DeviceList/0/Mac/MacTx",1
30000088590,9,"Device Trace:/NodeList/9/DeviceList/0/Mac/MacRx",1
30000088590,9,"Device Trace:/NodeList/9/DeviceList/0/Mac/MacTx",1
30000088591,23,"Device Trace:/NodeList/23/DeviceList/0/Mac/MacRx",1
30000088591,23,"Device Trace:/NodeList/23/DeviceList/0/Mac/MacTx",1
30000088593,22,"Device Trace:/NodeList/22/DeviceList/0/Mac/MacRx",1
30000088593,22,"Device Trace:/NodeList/22/DeviceList/0/Mac/MacTx",1
30000088710,0,"Device Trace:/NodeList/0/DeviceList/0/Mac/MacRx",1
30000088710,0,"Device Trace:/NodeList/0/DeviceList/0/Mac/MacTx",1
30000210050,10,"Device Trace:/NodeList/10/DeviceList/0/Mac/MacRx",1
30000210590,23,"Device Trace:/NodeList/23/DeviceList/0/Mac/MacRx",1
30000333512,22,"Device Trace:/NodeList/22/DeviceList/0/Mac/MacRx",1
30000333686,26,"Device Trace:/NodeList/26/DeviceList/0/Mac/MacRx",1
30000333686,26,"Device Trace:/NodeList/26/DeviceList/0/Mac/MacTx",1
30000333694,19,"Device Trace:/NodeList/19/DeviceList/0/Mac/MacRx",1
30000333699,27,"Device Trace:/NodeList/27/DeviceList/0/Mac/MacRx",1
30000333699,27,"Device Trace:/NodeList/27/DeviceList/0/Mac/MacTx",1
30000333702,18,"Device Trace:/NodeList/18/DeviceList/0/Mac/MacRx",1
30000333868,30,"Device Trace:/NodeList/30/DeviceList/0/Mac/MacRx",1
30000333868,30,"Device Trace:/NodeList/30/DeviceList/0/Mac/MacTx",1
30000333882,31,"Device Trace:/NodeList/31/DeviceList/0/Mac/MacRx",1
30000333882,31,"Device Trace:/NodeList/31/DeviceList/0/Mac/MacTx",1
30000333888,15,"Device Trace:/NodeList/15/DeviceList/0/Mac/MacRx",1
30000333905,14,"Device Trace:/NodeList/14/DeviceList/0/Mac/MacRx",1
30000334051,34,"Device Trace:/NodeList/34/DeviceList/0/Mac/MacRx",1
30000334051,34,"Device Trace:/NodeList/34/DeviceList/0/Mac/MacTx",1
30000334063,35,"Device Trace:/NodeList/35/DeviceList/0/Mac/MacRx",1
30000334063,35,"Device Trace:/NodeList/35/DeviceList/0/Mac/MacTx",1
30000334093,10,"Device Trace:/NodeList/10/DeviceList/0/Mac/MacRx",1
30000334108,11,"Device Trace:/NodeList/11/DeviceList/0/Mac/MacRx",1
30000455529,23,"Device Trace:/NodeList/23/DeviceList/0/Mac/MacRx",1
30000455889,15,"Device Trace:/NodeList/15/DeviceList/0/Mac/MacRx",1
30000455905,14,"Device Trace:/NodeList/14/DeviceList/0/Mac/MacRx",1
30000638341,7,"Device Trace:/NodeList/7/DeviceList/0/Mac/MacRx",1
30000638364,6,"Device Trace:/NodeList/6/DeviceList/0/Mac/MacRx",1
30000638458,11,"Device Trace:/NodeList/11/DeviceList/0/Mac/MacRx",1
30000638478,10,"Device Trace:/NodeList/10/DeviceList/0/Mac/MacRx",1
